Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
09;Recreación y cultura;Nivel general y divisiones COICOP;201707;115,2405;2,2;NA;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;201707;118,2348;2,5;NA;Patagonia
10;Educación;Nivel general y divisiones COICOP;201707;122,3166;0,8;NA;Pampeana
10;Educación;Nivel general y divisiones COICOP;201707;126,8147;1,1;NA;Noreste
10;Educación;Nivel general y divisiones COICOP;201707;135,338;1,4;NA;Noroeste
10;Educación;Nivel general y divisiones COICOP;201707;127,1536;1;NA;Cuyo
10;Educación;Nivel general y divisiones COICOP;201707;124,9513;0,7;NA;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201707;114,3545;3,2;NA;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201707;114,911;0,2;NA;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201707;111,2471;1,7;NA;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201707;111,3908;2,4;NA;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201707;112,1018;2,7;NA;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201707;112,0335;1,4;NA;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201707;113,985;1;NA;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201707;109,4154;0,8;NA;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201707;111,4859;1,1;NA;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201707;112,7634;0,7;NA;Patagonia
01.1;Alimentos;Grupos;201707;110,9423;1,1;NA;Pampeana
01.1;Alimentos;Grupos;201707;112,0989;0,5;NA;Noreste
01.1;Alimentos;Grupos;201707;111,1536;0,8;NA;Noroeste
01.1;Alimentos;Grupos;201707;112,3765;1,2;NA;Cuyo
01.1;Alimentos;Grupos;201707;108,4146;0,7;NA;Patagonia
01.2;Bebidas no alcohólicas;Grupos;201707;111,6234;1,9;NA;Pampeana
01.2;Bebidas no alcohólicas;Grupos;201707;112,4937;2,4;NA;Noreste
01.2;Bebidas no alcohólicas;Grupos;201707;112,5036;2;NA;Noroeste
01.2;Bebidas no alcohólicas;Grupos;201707;113,7985;1,5;NA;Cuyo
01.2;Bebidas no alcohólicas;Grupos;201707;111,4144;0,8;NA;Patagonia
02.1;Bebidas alcohólicas;Grupos;201707;117,3677;2,6;NA;Pampeana
02.1;Bebidas alcohólicas;Grupos;201707;119,4435;2,4;NA;Noreste
02.1;Bebidas alcohólicas;Grupos;201707;113,083;1;NA;Noroeste
02.1;Bebidas alcohólicas;Grupos;201707;114,0427;0,3;NA;Cuyo
02.1;Bebidas alcohólicas;Grupos;201707;117,1972;1,8;NA;Patagonia
02.2;Tabaco;Grupos;201707;114,6873;3;NA;Pampeana
02.2;Tabaco;Grupos;201707;115,0476;3,3;NA;Noreste
02.2;Tabaco;Grupos;201707;114,4926;2,9;NA;Noroeste
02.2;Tabaco;Grupos;201707;115,0424;3,7;NA;Cuyo
02.2;Tabaco;Grupos;201707;114,984;3,1;NA;Patagonia
03.1;Prendas de vestir y materiales;Grupos;201707;112,1858;-1,6;NA;Pampeana
03.1;Prendas de vestir y materiales;Grupos;201707;109,5246;-0,1;NA;Noreste
03.1;Prendas de vestir y materiales;Grupos;201707;111,9941;0,2;NA;Noroeste
03.1;Prendas de vestir y materiales;Grupos;201707;105,7501;-2,1;NA;Cuyo
03.1;Prendas de vestir y materiales;Grupos;201707;109,3531;-0,2;NA;Patagonia
03.2;Calzado;Grupos;201707;107,1563;0,6;NA;Pampeana
03.2;Calzado;Grupos;201707;102,5524;-0,8;NA;Noreste
03.2;Calzado;Grupos;201707;107,6808;-1,3;NA;Noroeste
03.2;Calzado;Grupos;201707;105,8051;5,9;NA;Cuyo
03.2;Calzado;Grupos;201707;105,146;-0,2;NA;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201707;113,0359;2,4;NA;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201707;120,6301;1,9;NA;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201707;115,3833;3,8;NA;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201707;122,1227;2,6;NA;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201707;119,3937;3,2;NA;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;201707;134,2986;1;NA;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;201707;127,3233;0,5;NA;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;201707;159,1807;0,5;NA;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;201707;144,5793;-0,3;NA;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;201707;140,8364;2,1;NA;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;201707;113,2866;3,1;NA;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;201707;114,1597;3,4;NA;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;201707;112,6322;2,9;NA;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;201707;112,5497;2,7;NA;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;201707;111,7478;2,8;NA;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201707;119,4098;3;NA;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201707;119,4306;2,7;NA;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201707;118,8001;2,7;NA;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201707;119,5536;3;NA;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201707;120,3269;2,8;NA;Patagonia
07.1;Adquisición de vehículos;Grupos;201707;108,8729;1,5;NA;Pampeana
07.1;Adquisición de vehículos;Grupos;201707;112,407;4,6;NA;Noreste
07.1;Adquisición de vehículos;Grupos;201707;110,5128;0,9;NA;Noroeste
07.1;Adquisición de vehículos;Grupos;201707;112,0199;-4,7;NA;Cuyo
07.1;Adquisición de vehículos;Grupos;201707;110,6541;0,7;NA;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;201707;111,2433;3,9;NA;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;201707;107,8954;4,8;NA;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;201707;113,2564;4,9;NA;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;201707;111,2211;3,2;NA;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;201707;113,5849;5,7;NA;Patagonia
07.3;Transporte público;Grupos;201707;113,9404;2;NA;Pampeana
07.3;Transporte público;Grupos;201707;115,2096;0,8;NA;Noreste
07.3;Transporte público;Grupos;201707;111,9558;0,5;NA;Noroeste
07.3;Transporte público;Grupos;201707;119,4176;1,9;NA;Cuyo
07.3;Transporte público;Grupos;201707;111,8461;1,1;NA;Patagonia
08.3;Servicios de telefonía e internet;Grupos;201707;122,516;1,7;NA;Pampeana
08.3;Servicios de telefonía e internet;Grupos;201707;121,2906;0,4;NA;Noreste
08.3;Servicios de telefonía e internet;Grupos;201707;121,1962;-0,1;NA;Noroeste
08.3;Servicios de telefonía e internet;Grupos;201707;118,6427;1,1;NA;Cuyo
08.3;Servicios de telefonía e internet;Grupos;201707;116,8149;0,6;NA;Patagonia
09.4;Servicios recreativos y culturales;Grupos;201707;117,3512;2,2;NA;Pampeana
09.4;Servicios recreativos y culturales;Grupos;201707;114,7592;1,3;NA;Noreste
09.4;Servicios recreativos y culturales;Grupos;201707;120,3156;1,8;NA;Noroeste
09.4;Servicios recreativos y culturales;Grupos;201707;119,9845;0,6;NA;Cuyo
09.4;Servicios recreativos y culturales;Grupos;201707;124,0509;2,6;NA;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201707;114,7407;2,6;NA;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201707;120,8155;3;NA;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201707;113,657;2,4;NA;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201707;114,1256;1,8;NA;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201707;112,7566;1,5;NA;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;201707;114,1192;2,7;NA;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;201707;114,7583;-0,2;NA;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;201707;111,0339;1,3;NA;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;201707;110,8967;1,7;NA;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;201707;111,7893;2,2;NA;Patagonia
12.1;Cuidado personal;Grupos;201707;111,3492;1,3;NA;Pampeana
12.1;Cuidado personal;Grupos;201707;113,282;0,4;NA;Noreste
12.1;Cuidado personal;Grupos;201707;108,686;0,8;NA;Noroeste
12.1;Cuidado personal;Grupos;201707;110,956;1,1;NA;Cuyo
12.1;Cuidado personal;Grupos;201707;112,1557;0,4;NA;Patagonia
01.1.1;Pan y cereales;Clase;201707;111,5367;1,8;NA;Pampeana
01.1.1;Pan y cereales;Clase;201707;111,202;1,1;NA;Noreste
01.1.1;Pan y cereales;Clase;201707;112,6957;2,1;NA;Noroeste
01.1.1;Pan y cereales;Clase;201707;112,9911;1,2;NA;Cuyo
01.1.1;Pan y cereales;Clase;201707;110,4967;1,5;NA;Patagonia
01.1.2;Carnes y derivados;Clase;201707;107,6375;0,9;NA;Pampeana
01.1.2;Carnes y derivados;Clase;201707;110,8883;1,1;NA;Noreste
01.1.2;Carnes y derivados;Clase;201707;108,0229;1,6;NA;Noroeste
01.1.2;Carnes y derivados;Clase;201707;109,005;1,8;NA;Cuyo
01.1.2;Carnes y derivados;Clase;201707;103,5829;-0,1;NA;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;201707;120,5215;1,8;NA;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;201707;122,6108;2,1;NA;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;201707;119,9041;2,1;NA;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;201707;121,2765;2,5;NA;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;201707;121,2598;2,2;NA;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;201707;109,6478;1,3;NA;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;201707;115,6965;1;NA;Noreste
01.1.5;Aceites, grasas y manteca;Clase;201707;121,479;0,1;NA;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;201707;110,5459;1,7;NA;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;201707;110,8351;1,2;NA;Patagonia
01.1.6;Frutas;Clase;201707;102,1255;0,3;NA;Pampeana
01.1.6;Frutas;Clase;201707;95,3501;-0,2;NA;Noreste
01.1.6;Frutas;Clase;201707;97,653;-0,8;NA;Noroeste
01.1.6;Frutas;Clase;201707;99,9019;-0,1;NA;Cuyo
01.1.6;Frutas;Clase;201707;102,5643;-0,3;NA;Patagonia
01.1.7;Verduras, tubérculos y legumbres;Clase;201707;112,5188;-0,7;NA;Pampeana
01.1.7;Verduras, tubérculos y legumbres;Clase;201707;110,6282;-4,5;NA;Noreste
01.1.7;Verduras, tubérculos y legumbres;Clase;201707;111,3688;-4,4;NA;Noroeste
01.1.7;Verduras, tubérculos y legumbres;Clase;201707;118,3003;-1,8;NA;Cuyo
01.1.7;Verduras, tubérculos y legumbres;Clase;201707;104,7238;-0,2;NA;Patagonia
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201707;112,585;2;NA;Pampeana
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201707;116,7224;0,9;NA;Noreste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201707;117,0676;1,2;NA;Noroeste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201707;113,6089;0;NA;Cuyo
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201707;114,4772;2,2;NA;Patagonia
01.2.1;Café, té, yerba y cacao;Clase;201707;110,9529;1,6;NA;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;201707;111,4676;1,7;NA;Noreste
01.2.1;Café, té, yerba y cacao;Clase;201707;110,8257;1,9;NA;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;201707;111,414;2,8;NA;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;201707;111,4106;0,8;NA;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201707;111,8871;2;NA;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201707;112,846;2,6;NA;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201707;112,7898;2;NA;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201707;114,4908;1,2;NA;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201707;111,4158;0,7;NA;Patagonia
04.1.1;Alquiler de la vivienda;Clase;201707;113,7346;2;NA;Pampeana
04.1.1;Alquiler de la vivienda;Clase;201707;121,6255;1,6;NA;Noreste
04.1.1;Alquiler de la vivienda;Clase;201707;115,898;3,5;NA;Noroeste
04.1.1;Alquiler de la vivienda;Clase;201707;122,7393;2,4;NA;Cuyo
04.1.1;Alquiler de la vivienda;Clase;201707;119,7192;3,1;NA;Patagonia
06.4.1;Gastos de prepagas;Clase;201707;113,7799;5,4;NA;Pampeana
06.4.1;Gastos de prepagas;Clase;201707;115,4852;0;NA;Noreste
06.4.1;Gastos de prepagas;Clase;201707;112,773;8,3;NA;Noroeste
06.4.1;Gastos de prepagas;Clase;201707;113,4673;4,6;NA;Cuyo
06.4.1;Gastos de prepagas;Clase;201707;114,6794;4,7;NA;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201707;110,9928;4,5;NA;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201707;107,6103;5,1;NA;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201707;112,8901;5,1;NA;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201707;111,6128;4;NA;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201707;114,3816;6,4;NA;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;201707;113,9199;1,7;NA;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201707;113,1579;1,2;NA;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201707;115,9318;3,4;NA;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201707;106,5553;-1,8;NA;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201707;123,9173;2,5;NA;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201707;110,4314;2,5;NA;GBA
06;Salud;Nivel general y divisiones COICOP;201707;114,9895;3,4;NA;GBA
07;Transporte;Nivel general y divisiones COICOP;201707;108,0683;1,4;NA;GBA
08;Comunicación;Nivel general y divisiones COICOP;201707;121,0689;0,5;NA;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;201707;116,1042;3,1;NA;GBA
10;Educación;Nivel general y divisiones COICOP;201707;120,2404;0,7;NA;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201707;114,0646;2,5;NA;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201707;111,7819;1,5;NA;GBA
01.1;Alimentos;Grupos;201707;113,3581;1,1;NA;GBA
01.2;Bebidas no alcohólicas;Grupos;201707;111,8472;2,2;NA;GBA
02.1;Bebidas alcohólicas;Grupos;201707;114,6848;3,4;NA;GBA
02.2;Tabaco;Grupos;201707;116,8882;3,3;NA;GBA
03.1;Prendas de vestir y materiales;Grupos;201707;106,6837;-2,6;NA;GBA
03.2;Calzado;Grupos;201707;106,1774;0,6;NA;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201707;113,3814;4,2;NA;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;201707;113,5514;1,8;NA;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;201707;151,2087;0,5;NA;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;201707;113,8282;3,3;NA;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201707;117,8516;2,3;NA;GBA
07.1;Adquisición de vehículos;Grupos;201707;105,612;-1,3;NA;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;201707;113,5091;2,8;NA;GBA
07.3;Transporte público;Grupos;201707;102,7165;1,3;NA;GBA
08.3;Servicios de telefonía e internet;Grupos;201707;121,5192;0,6;NA;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;201707;103,418;0,7;NA;GBA
09.4;Servicios recreativos y culturales;Grupos;201707;122,6083;0,8;NA;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201707;113,4665;2,5;NA;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;201707;113,6858;1,7;NA;GBA
12.1;Cuidado personal;Grupos;201707;110,6869;0,9;NA;GBA
01.1.1;Pan y cereales;Clase;201707;113,7735;1,8;NA;GBA
01.1.2;Carnes y derivados;Clase;201707;108,6299;0,9;NA;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;201707;122,983;1,8;NA;GBA
01.1.5;Aceites, grasas y manteca;Clase;201707;113,1725;4;NA;GBA
01.1.6;Frutas;Clase;201707;105,5239;1,6;NA;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;201707;118,3138;-2,1;NA;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201707;111,0635;1,2;NA;GBA
01.2.1;Café, té, yerba y cacao;Clase;201707;114,2781;2,6;NA;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201707;111,1655;2,2;NA;GBA
04.1.1;Alquiler de la vivienda;Clase;201707;116,8074;2,2;NA;GBA
06.4.1;Gastos de prepagas;Clase;201707;112,3502;6;NA;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201707;110,5142;3,4;NA;GBA
0;Nivel general;Nivel general y divisiones COICOP;201708;115,0905;1,3;NA;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;201708;114,6809;1,2;NA;Noreste
0;Nivel general;Nivel general y divisiones COICOP;201708;115,7385;1,3;NA;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;201708;115,5674;1,4;NA;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;201708;115,3036;1,7;NA;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201708;113,4677;2,2;NA;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201708;113,6752;1,4;NA;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201708;112,7874;1,3;NA;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201708;115,0058;2,2;NA;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201708;110,5112;1,7;NA;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201708;117,2003;1,1;NA;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201708;119,621;1,8;NA;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201708;116,0454;1,9;NA;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201708;116,9571;2;NA;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201708;117,2341;1,2;NA;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201708;110,16;-0,6;NA;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201708;106,0912;-1,2;NA;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201708;110,3081;-0,3;NA;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201708;105,0935;-0,6;NA;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201708;110,2047;2;NA;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201708;122,5117;1,7;NA;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201708;125,24;2,1;NA;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201708;139,6986;0,8;NA;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201708;131,3004;2,3;NA;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201708;131,1214;2,8;NA;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201708;111,202;1,1;NA;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201708;110,2027;0,3;NA;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201708;110,1396;0,7;NA;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201708;110,3561;1;NA;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201708;110,7126;0,9;NA;Patagonia
06;Salud;Nivel general y divisiones COICOP;201708;119,859;2,3;NA;Pampeana
06;Salud;Nivel general y divisiones COICOP;201708;119,303;2,5;NA;Noreste
06;Salud;Nivel general y divisiones COICOP;201708;118,4669;2,1;NA;Noroeste
06;Salud;Nivel general y divisiones COICOP;201708;119,5298;1,9;NA;Cuyo
06;Salud;Nivel general y divisiones COICOP;201708;119,4044;1,9;NA;Patagonia
07;Transporte;Nivel general y divisiones COICOP;201708;112,3391;1,1;NA;Pampeana
07;Transporte;Nivel general y divisiones COICOP;201708;111,5878;0,8;NA;Noreste
07;Transporte;Nivel general y divisiones COICOP;201708;113,7116;1,2;NA;Noroeste
07;Transporte;Nivel general y divisiones COICOP;201708;113,4674;0,5;NA;Cuyo
07;Transporte;Nivel general y divisiones COICOP;201708;113,9424;1,6;NA;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;201708;123,1496;0,9;NA;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;201708;122,6999;0,8;NA;Noreste
08;Comunicación;Nivel general y divisiones COICOP;201708;124,5091;2,3;NA;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;201708;121,3918;1,3;NA;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;201708;119,0533;1,7;NA;Patagonia
09;Recreación y cultura;Nivel general y divisiones COICOP;201708;116,041;0,6;NA;Pampeana
09;Recreación y cultura;Nivel general y divisiones COICOP;201708;118,114;2,9;NA;Noreste
09;Recreación y cultura;Nivel general y divisiones COICOP;201708;116,6181;3,1;NA;Noroeste
09;Recreación y cultura;Nivel general y divisiones COICOP;201708;116,5243;1,1;NA;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;201708;119,7007;1,2;NA;Patagonia
10;Educación;Nivel general y divisiones COICOP;201708;126,2009;3,2;NA;Pampeana
10;Educación;Nivel general y divisiones COICOP;201708;128,4191;1,3;NA;Noreste
10;Educación;Nivel general y divisiones COICOP;201708;137,384;1,5;NA;Noroeste
10;Educación;Nivel general y divisiones COICOP;201708;128,5598;1,1;NA;Cuyo
10;Educación;Nivel general y divisiones COICOP;201708;126,1421;1;NA;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201708;114,7535;0,3;NA;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201708;114,8047;-0,1;NA;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201708;112,9072;1,5;NA;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201708;112,212;0,7;NA;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201708;113,6027;1,3;NA;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201708;113,5919;1,4;NA;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201708;117,2701;2,9;NA;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201708;111,4284;1,8;NA;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201708;113,3637;1,7;NA;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201708;114,9677;2;NA;Patagonia
01.1;Alimentos;Grupos;201708;113,4422;2,3;NA;Pampeana
01.1;Alimentos;Grupos;201708;113,4804;1,2;NA;Noreste
01.1;Alimentos;Grupos;201708;112,7095;1,4;NA;Noroeste
01.1;Alimentos;Grupos;201708;114,9149;2,3;NA;Cuyo
01.1;Alimentos;Grupos;201708;110,1363;1,6;NA;Patagonia
01.2;Bebidas no alcohólicas;Grupos;201708;113,6923;1,9;NA;Pampeana
01.2;Bebidas no alcohólicas;Grupos;201708;115,3716;2,6;NA;Noreste
01.2;Bebidas no alcohólicas;Grupos;201708;113,3291;0,7;NA;Noroeste
01.2;Bebidas no alcohólicas;Grupos;201708;115,7905;1,8;NA;Cuyo
01.2;Bebidas no alcohólicas;Grupos;201708;114,0051;2,3;NA;Patagonia
02.1;Bebidas alcohólicas;Grupos;201708;119,2557;1,6;NA;Pampeana
02.1;Bebidas alcohólicas;Grupos;201708;122,6484;2,7;NA;Noreste
02.1;Bebidas alcohólicas;Grupos;201708;116,4343;3;NA;Noroeste
02.1;Bebidas alcohólicas;Grupos;201708;118,7595;4,1;NA;Cuyo
02.1;Bebidas alcohólicas;Grupos;201708;118,9754;1,5;NA;Patagonia
02.2;Tabaco;Grupos;201708;115,3651;0,6;NA;Pampeana
02.2;Tabaco;Grupos;201708;115,7701;0,6;NA;Noreste
02.2;Tabaco;Grupos;201708;115,7421;1,1;NA;Noroeste
02.2;Tabaco;Grupos;201708;115,7632;0,6;NA;Cuyo
02.2;Tabaco;Grupos;201708;116,0756;0,9;NA;Patagonia
03.1;Prendas de vestir y materiales;Grupos;201708;111,4163;-0,7;NA;Pampeana
03.1;Prendas de vestir y materiales;Grupos;201708;108,1388;-1,3;NA;Noreste
03.1;Prendas de vestir y materiales;Grupos;201708;111,464;-0,5;NA;Noroeste
03.1;Prendas de vestir y materiales;Grupos;201708;104,3284;-1,3;NA;Cuyo
03.1;Prendas de vestir y materiales;Grupos;201708;109,4503;0,1;NA;Patagonia
03.2;Calzado;Grupos;201708;106,6534;-0,5;NA;Pampeana
03.2;Calzado;Grupos;201708;101,5948;-0,9;NA;Noreste
03.2;Calzado;Grupos;201708;107,8853;0,2;NA;Noroeste
03.2;Calzado;Grupos;201708;107,1157;1,2;NA;Cuyo
03.2;Calzado;Grupos;201708;111,9553;6,5;NA;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201708;116,0196;2,6;NA;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201708;122,6944;1,7;NA;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201708;117,9652;2,2;NA;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201708;124,5034;1,9;NA;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201708;120,8673;1,2;NA;Patagonia
